,rank_y_test,y_test,rank_preds,preds
10140,2121,64.66666666666667,1040,78.76075
6679,2122,64.66666666666667,1394,71.847435
7736,2123,64.66666666666667,3500,43.60521
2074,2124,64.66666666666667,1291,73.317795
9019,2125,64.66666666666667,3227,45.57672
5748,2126,64.66666666666667,2024,65.1129
4730,2127,64.33333333333333,1446,71.70239
455,2128,64.33333333333333,2748,54.76434
8711,2129,64.33333333333333,2674,56.448315
11319,2130,64.33333333333333,1807,67.22543
1344,2131,64.33333333333333,1900,66.42657
1194,2132,64.33333333333333,2738,54.76434
4686,2133,64.33333333333333,2195,61.0464
6941,2134,64.33333333333333,2685,56.448315
477,2135,64.33333333333333,2806,53.764553
5465,2136,64.33333333333333,2417,60.06171
5361,2137,64.33333333333333,3475,43.75113
6658,2138,64.33333333333333,2199,61.0464
1046,2139,64.33333333333333,2705,54.76434
3407,2140,64.33333333333333,2299,60.98109
9501,2141,64.33333333333333,3859,33.638046
6974,2142,64.33333333333333,1666,68.158806
472,2143,64.33333333333333,2681,56.448315
7728,2144,64.33333333333333,2030,65.1129
9580,2145,64.33333333333333,2691,56.448315
4238,2146,64.0,1542,68.34153
9223,2147,64.0,1659,68.17008
2538,2148,64.0,2747,54.76434
1966,2149,64.0,804,80.43392
9212,2150,64.0,1263,73.317795
3128,2151,64.0,1812,67.22543
9209,2152,64.0,2399,60.06171
7004,2153,64.0,2106,63.15874
2073,2154,64.0,1285,73.317795
9279,2155,64.0,620,82.63668
1353,2156,64.0,2640,56.448315
5188,2157,64.0,2355,60.929832
7006,2158,64.0,2835,51.68775
8434,2159,64.0,2349,60.929832
3402,2160,64.0,2294,60.98109
5686,2161,64.0,1861,67.169014
9692,2162,64.0,1145,75.871025
251,2163,64.0,1205,75.68213
676,2164,64.0,2370,60.06171
3921,2165,64.0,3774,33.942238
12357,2166,64.0,1622,68.26719
6722,2167,64.0,3923,33.638046
6697,2168,64.0,1814,67.22543
9780,2169,64.0,1351,73.244995
142,2170,63.66666666666666,2996,50.199165
3046,2171,63.66666666666666,3270,44.730835
10919,2172,63.66666666666666,2445,57.75485
8268,2173,63.66666666666666,1402,71.847435
10877,2174,63.66666666666666,3753,36.85961
3291,2175,63.66666666666666,2250,60.99363
5362,2176,63.66666666666666,2624,56.448315
634,2177,63.66666666666666,2621,56.448315
23,2178,63.66666666666666,1298,73.317795
5563,2179,63.66666666666666,3525,43.60521
5403,2180,63.66666666666666,1152,75.871025
5616,2181,63.66666666666666,912,80.072296
3,2182,63.66666666666666,2103,63.15874
6814,2183,63.66666666666666,2390,60.06171
12289,2184,63.66666666666666,1849,67.169014
8969,2185,63.66666666666666,3059,50.199165
2016,2186,63.66666666666666,3277,44.730835
9187,2187,63.66666666666666,1888,66.42657
10901,2188,63.66666666666666,2628,56.448315
10723,2189,63.66666666666666,1282,73.317795
1396,2190,63.66666666666666,2675,56.448315
1565,2191,63.66666666666666,2249,60.99363
7440,2192,63.66666666666666,3429,43.75113
10344,2193,63.333333333333336,823,80.43392
3894,2194,63.333333333333336,2087,63.15874
1006,2195,63.333333333333336,1853,67.169014
12015,2196,63.333333333333336,1973,65.20687
3909,2197,63.333333333333336,822,80.43392
2055,2198,63.333333333333336,2650,56.448315
3006,2199,63.333333333333336,2657,56.448315
12262,2200,63.333333333333336,1212,75.64504
6327,2201,63.333333333333336,1311,73.317795
4378,2202,63.333333333333336,820,80.43392
532,2203,63.333333333333336,1970,65.20687
4187,2204,63.333333333333336,3530,42.404076
2573,2205,63.333333333333336,1459,71.70239
9903,2206,63.333333333333336,2665,56.448315
2758,2207,63.333333333333336,1133,76.1609
11622,2208,63.333333333333336,2985,50.199165
4116,2209,63.333333333333336,3906,33.638046
8317,2210,63.0,2885,51.68775
3150,2211,63.0,3000,50.199165
4182,2212,63.0,2656,56.448315
9774,2213,63.0,1661,68.158806
5460,2214,63.0,1204,75.68213
8863,2215,63.0,2476,57.75485
3795,2216,63.0,2655,56.448315
9098,2217,63.0,1548,68.26719
8182,2218,63.0,1759,67.22543
8858,2219,63.0,909,80.072296
12325,2220,63.0,2457,57.75485
4239,2221,63.0,1570,68.26719
12128,2222,63.0,1102,76.1609
6517,2223,63.0,2764,53.764553
945,2224,63.0,2160,61.0464
2918,2225,63.0,1976,65.20687
8580,2226,63.0,2633,56.448315
4707,2227,62.66666666666666,1320,73.317795
1807,2228,62.66666666666666,1766,67.22543
6937,2229,62.66666666666666,2095,63.15874
9474,2230,62.66666666666666,1599,68.26719
6791,2231,62.66666666666666,3321,44.730835
2403,2232,62.66666666666666,2215,60.99363
3467,2233,62.66666666666666,2096,63.15874
2215,2234,62.66666666666666,628,82.63668
1143,2235,62.66666666666666,2070,65.1129
7343,2236,62.66666666666666,1179,75.68213
12048,2237,62.66666666666666,2660,56.448315
7993,2238,62.66666666666666,1751,67.22543
5293,2239,62.66666666666666,2093,63.15874
2752,2240,62.66666666666666,1547,68.26719
7211,2241,62.66666666666666,1520,68.34153
4077,2242,62.66666666666666,2266,60.99363
7011,2243,62.66666666666666,2882,51.68775
10231,2244,62.66666666666666,1612,68.26719
3577,2245,62.66666666666666,3179,48.25988
611,2246,62.66666666666666,2318,60.98109
10893,2247,62.333333333333336,2779,53.764553
468,2248,62.333333333333336,2173,61.0464
11842,2249,62.333333333333336,1571,68.26719
2315,2250,62.333333333333336,1528,68.34153
1238,2251,62.333333333333336,2981,50.199165
7106,2252,62.333333333333336,1208,75.64504
9563,2253,62.333333333333336,3517,43.60521
5658,2254,62.333333333333336,942,78.78459
11925,2255,62.333333333333336,761,80.59065
1321,2256,62.333333333333336,2668,56.448315
6752,2257,62.333333333333336,2664,56.448315
10984,2258,62.333333333333336,3007,50.199165
10811,2259,62.333333333333336,1304,73.317795
2863,2260,62.333333333333336,2177,61.0464
8871,2261,62.333333333333336,2663,56.448315
7760,2262,62.0,2648,56.448315
10676,2263,62.0,2646,56.448315
9494,2264,62.0,3312,44.730835
5082,2265,62.0,1834,67.169014
10966,2266,62.0,3098,49.128265
6534,2267,62.0,3099,49.128265
4263,2268,62.0,1606,68.26719
8228,2269,62.0,1905,66.42657
8267,2270,62.0,1063,76.758995
9720,2271,62.0,1611,68.26719
1315,2272,62.0,2462,57.75485
6982,2273,62.0,1789,67.22543
11686,2274,62.0,2662,56.448315
5608,2275,61.66666666666666,2978,50.199165
9248,2276,61.66666666666666,2171,61.0464
11952,2277,61.66666666666666,2867,51.68775
10090,2278,61.66666666666666,391,85.84178
3506,2279,61.66666666666666,2774,53.764553
11746,2280,61.66666666666666,2839,51.68775
9172,2281,61.66666666666666,3269,44.730835
7541,2282,61.66666666666666,675,81.264694
12343,2283,61.66666666666666,2235,60.99363
5630,2284,61.66666666666666,2011,65.20687
6621,2285,61.66666666666666,2625,56.448315
4659,2286,61.66666666666666,1191,75.68213
5131,2287,61.66666666666666,632,82.63668
268,2288,61.333333333333336,3041,50.199165
3692,2289,61.333333333333336,2841,51.68775
2170,2290,61.333333333333336,1427,71.70239
3092,2291,61.333333333333336,1312,73.317795
1865,2292,61.333333333333336,3953,29.503345
9365,2293,61.333333333333336,2354,60.929832
10644,2294,61.333333333333336,3078,49.128265
6490,2295,61.333333333333336,894,80.43392
2179,2296,61.333333333333336,1916,65.97616
3153,2297,61.333333333333336,2780,53.764553
9807,2298,61.333333333333336,2630,56.448315
7489,2299,61.333333333333336,2101,63.15874
5941,2300,61.333333333333336,3026,50.199165
8420,2301,61.333333333333336,2865,51.68775
7640,2302,61.0,2636,56.448315
2805,2303,61.0,891,80.43392
627,2304,61.0,3705,36.85961
2431,2305,61.0,2353,60.929832
3887,2306,61.0,2419,60.06171
11510,2307,61.0,2925,50.199165
10003,2308,61.0,3344,44.730835
6380,2309,61.0,1184,75.68213
5917,2310,61.0,392,85.84178
8934,2311,61.0,2847,51.68775
10312,2312,61.0,2431,57.75485
4242,2313,61.0,1890,66.42657
1657,2314,61.0,1649,68.17008
2701,2315,60.66666666666666,2418,60.06171
1168,2316,60.66666666666666,1772,67.22543
9003,2317,60.66666666666666,1774,67.22543
3690,2318,60.66666666666666,3175,48.25988
11031,2319,60.66666666666666,3700,36.85961
278,2320,60.66666666666666,772,80.59065
8888,2321,60.66666666666666,3795,33.942238
2738,2322,60.66666666666666,2642,56.448315
8981,2323,60.66666666666666,1743,67.22543
196,2324,60.66666666666666,2641,56.448315
6285,2325,60.66666666666666,2959,50.199165
5442,2326,60.66666666666666,3180,48.25988
2326,2327,60.66666666666666,1512,68.34153
217,2328,60.66666666666666,1259,73.317795
7058,2329,60.66666666666666,2919,50.199165
10400,2330,60.66666666666666,890,80.43392
7568,2331,60.333333333333336,2676,56.448315
10863,2332,60.333333333333336,1984,65.20687
8436,2333,60.333333333333336,1009,78.76075
10211,2334,60.333333333333336,3733,36.85961
3764,2335,60.333333333333336,2208,61.0464
617,2336,60.333333333333336,732,80.673836
10395,2337,60.333333333333336,3166,48.25988
7525,2338,60.333333333333336,3493,43.60521
156,2339,60.333333333333336,1117,76.1609
2931,2340,60.333333333333336,3531,42.404076
3064,2341,60.333333333333336,3830,33.638046
241,2342,60.333333333333336,1255,73.317795
5650,2343,60.333333333333336,615,82.63668
3768,2344,60.333333333333336,2765,53.764553
6520,2345,60.333333333333336,1555,68.26719
10820,2346,60.333333333333336,2645,56.448315
2476,2347,60.0,1470,71.651375
7851,2348,60.0,2692,56.448315
7243,2349,60.0,1007,78.76075
4915,2350,60.0,3244,45.57672
2056,2351,60.0,2686,56.448315
7709,2352,60.0,3398,43.75113
7288,2353,60.0,2236,60.99363
3223,2354,60.0,1336,73.244995
12052,2355,60.0,2677,56.448315
10834,2356,60.0,2409,60.06171
7912,2357,60.0,687,81.264694
7162,2358,60.0,3555,42.404076
5962,2359,60.0,897,80.43392
7963,2360,60.0,2888,51.68775
1536,2361,60.0,2678,56.448315
237,2362,60.0,2944,50.199165
688,2363,60.0,3608,42.074226
10368,2364,60.0,92,90.20518
7008,2365,60.0,1952,65.97616
8741,2366,60.0,1906,66.42657
5838,2367,60.0,2228,60.99363
1171,2368,59.66666666666666,2706,54.76434
7360,2369,59.66666666666666,1987,65.20687
10579,2370,59.66666666666666,1825,67.169014
7101,2371,59.66666666666666,3436,43.75113
10596,2372,59.66666666666666,2745,54.76434
890,2373,59.66666666666666,3603,42.074226
3040,2374,59.66666666666666,2040,65.1129
5038,2375,59.66666666666666,2918,50.199165
5829,2376,59.66666666666666,2694,56.448315
234,2377,59.66666666666666,1112,76.1609
9155,2378,59.66666666666666,3141,49.128265
9390,2379,59.66666666666666,3351,44.730835
9575,2380,59.66666666666666,1167,75.68213
8078,2381,59.66666666666666,742,80.59065
5263,2382,59.66666666666666,2161,61.0464
6597,2383,59.66666666666666,1985,65.20687
6910,2384,59.66666666666666,3397,43.75113
1588,2385,59.66666666666666,2877,51.68775
9856,2386,59.333333333333336,1710,67.22543
9159,2387,59.333333333333336,2699,56.448315
7042,2388,59.333333333333336,2702,56.448315
11330,2389,59.333333333333336,1630,68.17008
6419,2390,59.333333333333336,2470,57.75485
9592,2391,59.333333333333336,2736,54.76434
11889,2392,59.333333333333336,292,86.54498
9293,2393,59.333333333333336,1138,75.871025
10501,2394,59.333333333333336,2275,60.98109
11935,2395,59.333333333333336,2273,60.98109
12082,2396,59.333333333333336,1045,76.758995
9491,2397,59.333333333333336,2768,53.764553
10936,2398,59.333333333333336,1418,71.847435
11914,2399,59.333333333333336,2970,50.199165
2826,2400,59.333333333333336,2679,56.448315
7373,2401,59.333333333333336,1072,76.758995
10214,2402,59.0,3689,36.85961
8186,2403,59.0,1739,67.22543
4465,2404,59.0,400,85.84178
7938,2405,59.0,1740,67.22543
3265,2406,59.0,1936,65.97616
7147,2407,59.0,2861,51.68775
7865,2408,59.0,1994,65.20687
4411,2409,59.0,1562,68.26719
3492,2410,59.0,3835,33.638046
9512,2411,59.0,3149,49.128265
11572,2412,59.0,747,80.59065
5045,2413,59.0,2109,63.15874
2455,2414,59.0,3693,36.85961
7920,2415,59.0,3118,49.128265
3342,2416,59.0,2937,50.199165
1203,2417,59.0,1591,68.26719
6992,2418,59.0,2108,63.15874
785,2419,59.0,2644,56.448315
7775,2420,58.66666666666666,3119,49.128265
4009,2421,58.66666666666666,1373,71.847435
5432,2422,58.66666666666666,2311,60.98109
10899,2423,58.66666666666666,1540,68.34153
8744,2424,58.66666666666666,3222,45.57672
998,2425,58.66666666666666,2976,50.199165
7917,2426,58.66666666666666,2853,51.68775
3689,2427,58.66666666666666,2113,63.15874
1147,2428,58.66666666666666,2928,50.199165
4575,2429,58.66666666666666,1566,68.26719
1137,2430,58.66666666666666,1008,78.76075
394,2431,58.333333333333336,2379,60.06171
11930,2432,58.333333333333336,1383,71.847435
7979,2433,58.333333333333336,1101,76.1609
7513,2434,58.333333333333336,1473,71.651375
4365,2435,58.333333333333336,839,80.43392
8813,2436,58.333333333333336,845,80.43392
2794,2437,58.333333333333336,2216,60.99363
273,2438,58.333333333333336,830,80.43392
10795,2439,58.333333333333336,1863,67.169014
9325,2440,58.333333333333336,1377,71.847435
1340,2441,58.333333333333336,75,90.26606
10082,2442,58.333333333333336,3182,48.25988
1263,2443,58.333333333333336,2631,56.448315
8065,2444,58.333333333333336,2632,56.448315
71,2445,58.333333333333336,3039,50.199165
11541,2446,58.0,1481,71.651375
5768,2447,58.0,3468,43.75113
8748,2448,58.0,2284,60.98109
2343,2449,58.0,1093,76.1609
9627,2450,58.0,3758,36.85961
3204,2451,58.0,1271,73.317795
520,2452,58.0,3254,44.730835
418,2453,58.0,2849,51.68775
5761,2454,58.0,1276,73.317795
7848,2455,58.0,3053,50.199165
11779,2456,58.0,3049,50.199165
10728,2457,58.0,973,78.78459
1677,2458,58.0,2001,65.20687
3332,2459,58.0,3444,43.75113
12237,2460,58.0,1724,67.22543
10511,2461,58.0,1648,68.17008
616,2462,57.66666666666666,2623,56.448315
1366,2463,57.66666666666666,3203,48.25988
1816,2464,57.66666666666666,2647,56.448315
7386,2465,57.66666666666666,2054,65.1129
4939,2466,57.66666666666666,3134,49.128265
932,2467,57.66666666666666,2994,50.199165
8773,2468,57.66666666666666,2439,57.75485
1930,2469,57.66666666666666,3197,48.25988
470,2470,57.66666666666666,2626,56.448315
9460,2471,57.66666666666666,2998,50.199165
12036,2472,57.66666666666666,1597,68.26719
5652,2473,57.66666666666666,3021,50.199165
1773,2474,57.66666666666666,2382,60.06171
7410,2475,57.66666666666666,764,80.59065
244,2476,57.333333333333336,3136,49.128265
8445,2477,57.333333333333336,3014,50.199165
9778,2478,57.333333333333336,2034,65.1129
10823,2479,57.333333333333336,1800,67.22543
9664,2480,57.333333333333336,2906,51.68775
7045,2481,57.333333333333336,2088,63.15874
8368,2482,57.333333333333336,3131,49.128265
1042,2483,57.333333333333336,2243,60.99363
9458,2484,57.333333333333336,859,80.43392
10717,2485,57.333333333333336,2285,60.98109
927,2486,57.333333333333336,3216,45.57672
10837,2487,57.333333333333336,2824,51.68775
8483,2488,57.333333333333336,2714,54.76434
3989,2489,57.333333333333336,2986,50.199165
9973,2490,57.333333333333336,3173,48.25988
10144,2491,57.333333333333336,860,80.43392
1730,2492,57.0,2397,60.06171
6908,2493,57.0,2073,63.15874
11082,2494,57.0,1901,66.42657
1225,2495,57.0,2287,60.98109
4734,2496,57.0,2396,60.06171
2409,2497,57.0,2649,56.448315
10184,2498,57.0,3249,45.57672
11823,2499,57.0,3381,43.75113
4315,2500,57.0,3144,49.128265
2273,2501,57.0,633,82.63668
4995,2502,57.0,1327,73.244995
10475,2503,57.0,1903,66.42657
12113,2504,57.0,3371,43.75113
6412,2505,57.0,2164,61.0464
1028,2506,57.0,2666,56.448315
5222,2507,57.0,3121,49.128265
1995,2508,57.0,3011,50.199165
9394,2509,56.66666666666666,2719,54.76434
10452,2510,56.66666666666666,2047,65.1129
3313,2511,56.66666666666666,3499,43.60521
7725,2512,56.66666666666666,3604,42.074226
5492,2513,56.66666666666666,1808,67.22543
6397,2514,56.66666666666666,2653,56.448315
9742,2515,56.66666666666666,2883,51.68775
7836,2516,56.66666666666666,483,82.78222
2089,2517,56.66666666666666,3167,48.25988
10105,2518,56.66666666666666,1089,76.758995
12183,2519,56.66666666666666,2392,60.06171
8765,2520,56.66666666666666,3614,42.074226
4110,2521,56.66666666666666,2336,60.929832
6123,2522,56.66666666666666,3724,36.85961
9358,2523,56.66666666666666,3360,43.75113
4267,2524,56.66666666666666,2658,56.448315
11766,2525,56.333333333333336,1960,65.97616
953,2526,56.333333333333336,3008,50.199165
5674,2527,56.333333333333336,816,80.43392
7091,2528,56.333333333333336,2799,53.764553
11474,2529,56.333333333333336,121,89.330086
1468,2530,56.333333333333336,2083,63.15874
3241,2531,56.333333333333336,2447,57.75485
649,2532,56.333333333333336,2661,56.448315
5430,2533,56.333333333333336,2079,63.15874
8724,2534,56.333333333333336,1295,73.317795
3790,2535,56.333333333333336,3236,45.57672
7139,2536,56.333333333333336,3430,43.75113
1642,2537,56.333333333333336,1668,68.158806
7565,2538,56.333333333333336,3124,49.128265
6037,2539,56.333333333333336,1806,67.22543
6780,2540,56.333333333333336,3874,33.638046
416,2541,56.333333333333336,2794,53.764553
1287,2542,56.0,2197,61.0464
4873,2543,56.0,2292,60.98109
5485,2544,56.0,1897,66.42657
3614,2545,56.0,1817,67.22543
9547,2546,56.0,153,89.186806
6025,2547,56.0,3592,42.074226
5646,2548,56.0,1560,68.26719
11953,2549,56.0,2707,54.76434
6887,2550,56.0,1513,68.34153
9977,2551,56.0,2672,56.448315
10118,2552,56.0,2671,56.448315
8188,2553,56.0,3405,43.75113
8812,2554,56.0,1820,67.22543
10645,2555,56.0,3155,49.128265
10668,2556,56.0,2084,63.15874
5286,2557,55.66666666666666,2212,60.99363
451,2558,55.66666666666666,2206,61.0464
6028,2559,55.66666666666666,3127,49.128265
9713,2560,55.66666666666666,1192,75.68213
8940,2561,55.66666666666666,2821,51.68775
7524,2562,55.66666666666666,2081,63.15874
8325,2563,55.66666666666666,3431,43.75113
9299,2564,55.66666666666666,1229,75.64504
631,2565,55.66666666666666,3402,43.75113
6348,2566,55.66666666666666,2856,51.68775
12038,2567,55.66666666666666,3903,33.638046
4106,2568,55.66666666666666,1809,67.22543
8314,2569,55.66666666666666,2627,56.448315
8032,2570,55.66666666666666,1576,68.26719
10293,2571,55.66666666666666,4013,27.547102
4029,2572,55.66666666666666,3669,36.85961
4830,2573,55.66666666666666,2372,60.06171
9663,2574,55.333333333333336,2478,57.75485
4084,2575,55.333333333333336,2898,51.68775
7239,2576,55.333333333333336,1247,73.317795
12162,2577,55.333333333333336,2334,60.929832
7888,2578,55.333333333333336,2945,50.199165
2533,2579,55.333333333333336,710,80.673836
11410,2580,55.333333333333336,1252,73.317795
5320,2581,55.333333333333336,1556,68.26719
12196,2582,55.333333333333336,2066,65.1129
1470,2583,55.333333333333336,3126,49.128265
11978,2584,55.333333333333336,3465,43.75113
1791,2585,55.333333333333336,3201,48.25988
4219,2586,55.333333333333336,2948,50.199165
10209,2587,55.333333333333336,3186,48.25988
8173,2588,55.333333333333336,3130,49.128265
5582,2589,55.333333333333336,3373,43.75113
12083,2590,55.333333333333336,2697,56.448315
12154,2591,55.333333333333336,2921,50.199165
10042,2592,55.333333333333336,2860,51.68775
10234,2593,55.333333333333336,3421,43.75113
6580,2594,55.333333333333336,3133,49.128265
2323,2595,55.333333333333336,1980,65.20687
9174,2596,55.333333333333336,793,80.43392
8000,2597,55.333333333333336,2469,57.75485
5371,2598,55.333333333333336,1382,71.847435
8170,2599,55.333333333333336,1971,65.20687
5766,2600,55.333333333333336,1243,73.317795
9741,2601,55.0,1969,65.20687
11127,2602,55.0,1433,71.70239
7282,2603,55.0,3577,42.404076
10666,2604,55.0,1947,65.97616
3171,2605,55.0,2923,50.199165
445,2606,55.0,1968,65.20687
7839,2607,55.0,1376,71.847435
12311,2608,55.0,2072,63.15874
2568,2609,55.0,2682,56.448315
9443,2610,55.0,2210,61.0464
7859,2611,55.0,2231,60.99363
7974,2612,55.0,2683,56.448315
11418,2613,55.0,3449,43.75113
1007,2614,55.0,2684,56.448315
10028,2615,54.66666666666666,2499,56.448315
3604,2616,54.66666666666666,3828,33.638046
5431,2617,54.66666666666666,1700,68.158806
7954,2618,54.66666666666666,2448,57.75485
862,2619,54.66666666666666,2720,54.76434
5067,2620,54.66666666666666,3339,44.730835
685,2621,54.66666666666666,3324,44.730835
3406,2622,54.66666666666666,3586,42.404076
7323,2623,54.66666666666666,1438,71.70239
7566,2624,54.66666666666666,2486,56.448315
7664,2625,54.66666666666666,3117,49.128265
3246,2626,54.66666666666666,1944,65.97616
2671,2627,54.66666666666666,2204,61.0464
385,2628,54.66666666666666,2385,60.06171
6577,2629,54.66666666666666,3447,43.75113
8331,2630,54.66666666666666,1497,68.34153
3753,2631,54.333333333333336,2795,53.764553
7153,2632,54.333333333333336,2297,60.98109
1362,2633,54.333333333333336,1893,66.42657
9999,2634,54.333333333333336,1500,68.34153
4600,2635,54.333333333333336,1374,71.847435
5723,2636,54.333333333333336,2709,54.76434
10564,2637,54.333333333333336,2077,63.15874
6166,2638,54.333333333333336,738,80.59065
1843,2639,54.333333333333336,1257,73.317795
293,2640,54.333333333333336,2960,50.199165
1004,2641,54.333333333333336,2511,56.448315
10095,2642,54.333333333333336,2512,56.448315
8850,2643,54.333333333333336,2436,57.75485
5344,2644,54.333333333333336,218,88.42003
10740,2645,54.333333333333336,3981,27.629244
1902,2646,54.333333333333336,3620,42.074226
1346,2647,54.333333333333336,2489,56.448315
9929,2648,54.333333333333336,3214,45.57672
1660,2649,54.0,1819,67.22543
10551,2650,54.0,2955,50.199165
4081,2651,54.0,1977,65.20687
2108,2652,54.0,2523,56.448315
3979,2653,54.0,3223,45.57672
2985,2654,54.0,2333,60.929832
10548,2655,54.0,2508,56.448315
9490,2656,54.0,2078,63.15874
1433,2657,54.0,3211,45.57672
2562,2658,54.0,2956,50.199165
5321,2659,54.0,1350,73.244995
8323,2660,54.0,2968,50.199165
4306,2661,54.0,2519,56.448315
5547,2662,54.0,2324,60.929832
3165,2663,54.0,2750,54.76434
10436,2664,54.0,4046,23.27374
1427,2665,54.0,3152,49.128265
10622,2666,54.0,3768,33.942238
2198,2667,54.0,3464,43.75113
7684,2668,54.0,782,80.43392
7290,2669,53.66666666666666,3288,44.730835
3022,2670,53.66666666666666,3443,43.75113
2611,2671,53.66666666666666,3457,43.75113
6708,2672,53.66666666666666,1894,66.42657
2040,2673,53.66666666666666,2497,56.448315
7958,2674,53.66666666666666,2831,51.68775
719,2675,53.66666666666666,2808,53.764553
11615,2676,53.66666666666666,2006,65.20687
2187,2677,53.66666666666666,3450,43.75113
8018,2678,53.66666666666666,2002,65.20687
10573,2679,53.66666666666666,1885,66.42657
11432,2680,53.66666666666666,1567,68.26719
8923,2681,53.66666666666666,1504,68.34153
12361,2682,53.333333333333336,2871,51.68775
1421,2683,53.333333333333336,2491,56.448315
11573,2684,53.333333333333336,2934,50.199165
7926,2685,53.333333333333336,3299,44.730835
4597,2686,53.333333333333336,1287,73.317795
8987,2687,53.333333333333336,2869,51.68775
6886,2688,53.333333333333336,3286,44.730835
9034,2689,53.333333333333336,2071,63.15874
8730,2690,53.333333333333336,3540,42.404076
856,2691,53.333333333333336,4022,25.07674
3063,2692,53.333333333333336,3389,43.75113
4864,2693,53.333333333333336,1658,68.17008
4906,2694,53.333333333333336,2219,60.99363
6603,2695,53.333333333333336,2805,53.764553
6451,2696,53.333333333333336,3563,42.404076
7169,2697,53.333333333333336,2082,63.15874
1445,2698,53.0,3798,33.942238
3459,2699,53.0,2527,56.448315
11139,2700,53.0,221,88.42003
11231,2701,53.0,379,85.84178
7385,2702,53.0,2516,56.448315
908,2703,53.0,1654,68.17008
4056,2704,53.0,2502,56.448315
410,2705,53.0,3425,43.75113
10282,2706,53.0,2085,63.15874
2813,2707,53.0,1288,73.317795
9524,2708,52.66666666666666,3395,43.75113
5221,2709,52.66666666666666,2076,63.15874
4128,2710,52.66666666666666,2859,51.68775
12110,2711,52.66666666666666,1518,68.34153
10374,2712,52.66666666666666,1517,68.34153
3594,2713,52.66666666666666,2080,63.15874
2917,2714,52.66666666666666,3652,36.85961
1552,2715,52.66666666666666,2377,60.06171
6509,2716,52.66666666666666,2845,51.68775
11595,2717,52.66666666666666,3908,33.638046
3396,2718,52.66666666666666,2509,56.448315
2413,2719,52.66666666666666,1815,67.22543
1690,2720,52.66666666666666,3128,49.128265
10839,2721,52.333333333333336,3022,50.199165
8647,2722,52.333333333333336,2992,50.199165
6452,2723,52.333333333333336,1839,67.169014
5417,2724,52.333333333333336,3740,36.85961
7807,2725,52.333333333333336,1175,75.68213
1710,2726,52.333333333333336,2043,65.1129
7108,2727,52.333333333333336,3147,49.128265
684,2728,52.333333333333336,3564,42.404076
5298,2729,52.333333333333336,3415,43.75113
6813,2730,52.333333333333336,2514,56.448315
3656,2731,52.333333333333336,2190,61.0464
462,2732,52.333333333333336,1294,73.317795
9173,2733,52.333333333333336,3596,42.074226
3782,2734,52.333333333333336,3519,43.60521
10237,2735,52.333333333333336,3513,43.60521
11778,2736,52.333333333333336,3153,49.128265
6702,2737,52.333333333333336,968,78.78459
2364,2738,52.0,3757,36.85961
525,2739,52.0,2899,51.68775
4527,2740,52.0,2074,63.15874
6993,2741,52.0,2796,53.764553
7713,2742,52.0,2526,56.448315
2506,2743,52.0,1986,65.20687
10124,2744,52.0,2528,56.448315
8900,2745,52.0,1805,67.22543
9749,2746,52.0,2517,56.448315
8484,2747,52.0,3569,42.404076
2981,2748,52.0,1803,67.22543
1548,2749,52.0,1471,71.651375
10024,2750,52.0,2404,60.06171
644,2751,52.0,2811,53.764553
3901,2752,51.66666666666666,1797,67.22543
318,2753,51.66666666666666,2496,56.448315
7377,2754,51.66666666666666,2490,56.448315
3902,2755,51.66666666666666,3514,43.60521
740,2756,51.66666666666666,2728,54.76434
2784,2757,51.66666666666666,1802,67.22543
5256,2758,51.66666666666666,3018,50.199165
8382,2759,51.66666666666666,2375,60.06171
261,2760,51.66666666666666,3267,44.730835
5532,2761,51.66666666666666,502,82.63668
3145,2762,51.66666666666666,2441,57.75485
3545,2763,51.66666666666666,1651,68.17008
708,2764,51.66666666666666,3009,50.199165
4181,2765,51.66666666666666,854,80.43392
11019,2766,51.66666666666666,1468,71.651375
4173,2767,51.66666666666666,3599,42.074226
7220,2768,51.66666666666666,1230,75.64504
5694,2769,51.66666666666666,2453,57.75485
11555,2770,51.66666666666666,3948,29.503345
9699,2771,51.66666666666666,512,82.63668
7965,2772,51.333333333333336,1943,65.97616
3045,2773,51.333333333333336,3868,33.638046
11813,2774,51.333333333333336,4014,27.547102
9484,2775,51.333333333333336,3680,36.85961
10951,2776,51.333333333333336,3315,44.730835
8088,2777,51.333333333333336,3505,43.60521
1333,2778,51.333333333333336,2904,51.68775
12070,2779,51.333333333333336,1637,68.17008
5794,2780,51.333333333333336,2704,54.76434
8522,2781,51.333333333333336,3184,48.25988
5297,2782,51.333333333333336,2993,50.199165
4114,2783,51.333333333333336,1088,76.758995
5257,2784,51.333333333333336,3417,43.75113
7583,2785,51.333333333333336,3235,45.57672
6818,2786,51.333333333333336,2531,56.448315
395,2787,51.333333333333336,2798,53.764553
10751,2788,51.333333333333336,1872,66.42657
5624,2789,51.0,3578,42.404076
6112,2790,51.0,3941,29.503345
9728,2791,51.0,2443,57.75485
2257,2792,51.0,3154,49.128265
2223,2793,51.0,2049,65.1129
6326,2794,51.0,3140,49.128265
1518,2795,51.0,3427,43.75113
2639,2796,51.0,1595,68.26719
1144,2797,51.0,2713,54.76434
3249,2798,51.0,3393,43.75113
11048,2799,51.0,1395,71.847435
3347,2800,51.0,3137,49.128265
10291,2801,51.0,3579,42.404076
